,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61
10,D:/dataset/pedestrian_attributes_PETA/PETA/3DPeS/archive/199_852_FRAME_74_RGB.bmp,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
11,D:/dataset/pedestrian_attributes_PETA/PETA/3DPeS/archive/150_460_FRAME_59_RGB.bmp,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,D:/dataset/pedestrian_attributes_PETA/PETA/3DPeS/archive/170_1304_FRAME_204_RGB.bmp,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
13,D:/dataset/pedestrian_attributes_PETA/PETA/3DPeS/archive/92_770_FRAME_73_RGB.bmp,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1
14,D:/dataset/pedestrian_attributes_PETA/PETA/3DPeS/archive/182_81_FRAME_26_RGB.bmp,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
15,D:/dataset/pedestrian_attributes_PETA/PETA/3DPeS/archive/74_473_FRAME_80_RGB.bmp,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
16,D:/dataset/pedestrian_attributes_PETA/PETA/3DPeS/archive/138_786_FRAME_14_RGB.bmp,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
17,D:/dataset/pedestrian_attributes_PETA/PETA/3DPeS/archive/1_2_FRAME_84_RGB.bmp,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
18,D:/dataset/pedestrian_attributes_PETA/PETA/3DPeS/archive/179_39_FRAME_58_RGB.bmp,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
19,D:/dataset/pedestrian_attributes_PETA/PETA/3DPeS/archive/84_651_FRAME_73_RGB.bmp,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,D:/dataset/pedestrian_attributes_PETA/PETA/3DPeS/archive/19_684_FRAME_95_RGB.bmp,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,D:/dataset/pedestrian_attributes_PETA/PETA/3DPeS/archive/56_12_FRAME_68_RGB.bmp,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
22,D:/dataset/pedestrian_attributes_PETA/PETA/3DPeS/archive/61_175_FRAME_177_RGB.bmp,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
23,D:/dataset/pedestrian_attributes_PETA/PETA/3DPeS/archive/20_705_FRAME_34_RGB.bmp,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
24,D:/dataset/pedestrian_attributes_PETA/PETA/3DPeS/archive/76_533_FRAME_140_RGB.bmp,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
25,D:/dataset/pedestrian_attributes_PETA/PETA/3DPeS/archive/23_777_FRAME_341_RGB.bmp,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
26,D:/dataset/pedestrian_attributes_PETA/PETA/3DPeS/archive/102_26_FRAME_87_RGB.bmp,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
27,D:/dataset/pedestrian_attributes_PETA/PETA/3DPeS/archive/5_405_FRAME_889_RGB.bmp,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,D:/dataset/pedestrian_attributes_PETA/PETA/3DPeS/archive/2_53_FRAME_89_RGB.bmp,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
29,D:/dataset/pedestrian_attributes_PETA/PETA/3DPeS/archive/72_455_FRAME_79_RGB.bmp,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
30,D:/dataset/pedestrian_attributes_PETA/PETA/3DPeS/archive/75_516_FRAME_91_RGB.bmp,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
31,D:/dataset/pedestrian_attributes_PETA/PETA/3DPeS/archive/203_4_FRAME_29_RGB.bmp,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
32,D:/dataset/pedestrian_attributes_PETA/PETA/3DPeS/archive/187_290_FRAME_83_RGB.bmp,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
33,D:/dataset/pedestrian_attributes_PETA/PETA/3DPeS/archive/202_84_FRAME_69_RGB.bmp,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
34,D:/dataset/pedestrian_attributes_PETA/PETA/3DPeS/archive/11_976_FRAME_31_RGB.bmp,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
35,D:/dataset/pedestrian_attributes_PETA/PETA/3DPeS/archive/182_61_FRAME_20_RGB.bmp,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
36,D:/dataset/pedestrian_attributes_PETA/PETA/3DPeS/archive/119_351_FRAME_110_RGB.bmp,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
37,D:/dataset/pedestrian_attributes_PETA/PETA/3DPeS/archive/171_1476_FRAME_303_RGB.bmp,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
38,D:/dataset/pedestrian_attributes_PETA/PETA/3DPeS/archive/13_1362_FRAME_192_RGB.bmp,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
39,D:/dataset/pedestrian_attributes_PETA/PETA/3DPeS/archive/201_52_FRAME_189_RGB.bmp,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
40,D:/dataset/pedestrian_attributes_PETA/PETA/3DPeS/archive/199_832_FRAME_118_RGB.bmp,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
41,D:/dataset/pedestrian_attributes_PETA/PETA/3DPeS/archive/7_658_FRAME_142_RGB.bmp,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
42,D:/dataset/pedestrian_attributes_PETA/PETA/3DPeS/archive/3_91_FRAME_45_RGB.bmp,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
43,D:/dataset/pedestrian_attributes_PETA/PETA/3DPeS/archive/57_B_39_FRAME_103_RGB.bmp,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
44,D:/dataset/pedestrian_attributes_PETA/PETA/3DPeS/archive/2_78_FRAME_28_RGB.bmp,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
45,D:/dataset/pedestrian_attributes_PETA/PETA/3DPeS/archive/76_547_FRAME_88_RGB.bmp,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
46,D:/dataset/pedestrian_attributes_PETA/PETA/3DPeS/archive/42_1220_FRAME_100_RGB.bmp,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,D:/dataset/pedestrian_attributes_PETA/PETA/3DPeS/archive/140_803_FRAME_242_RGB.bmp,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,D:/dataset/pedestrian_attributes_PETA/PETA/3DPeS/archive/181_58_FRAME_69_RGB.bmp,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
49,D:/dataset/pedestrian_attributes_PETA/PETA/3DPeS/archive/66_268_FRAME_269_RGB.bmp,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
50,D:/dataset/pedestrian_attributes_PETA/PETA/3DPeS/archive/144_17_FRAME_53_RGB.bmp,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
51,D:/dataset/pedestrian_attributes_PETA/PETA/3DPeS/archive/153_629_FRAME_438_RGB.bmp,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
52,D:/dataset/pedestrian_attributes_PETA/PETA/3DPeS/archive/192_554_FRAME_457_RGB.bmp,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,D:/dataset/pedestrian_attributes_PETA/PETA/3DPeS/archive/121_410_FRAME_165_RGB.bmp,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
54,D:/dataset/pedestrian_attributes_PETA/PETA/3DPeS/archive/3_233_FRAME_67_RGB.bmp,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
55,D:/dataset/pedestrian_attributes_PETA/PETA/3DPeS/archive/14_1781_FRAME_553_RGB.bmp,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
56,D:/dataset/pedestrian_attributes_PETA/PETA/3DPeS/archive/34_1063_FRAME_181_RGB.bmp,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
57,D:/dataset/pedestrian_attributes_PETA/PETA/3DPeS/archive/191_494_FRAME_319_RGB.bmp,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
58,D:/dataset/pedestrian_attributes_PETA/PETA/3DPeS/archive/204_343_FRAME_110_RGB.bmp,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
59,D:/dataset/pedestrian_attributes_PETA/PETA/3DPeS/archive/33_1025_FRAME_200_RGB.bmp,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
60,D:/dataset/pedestrian_attributes_PETA/PETA/3DPeS/archive/110_144_FRAME_133_RGB.bmp,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
61,D:/dataset/pedestrian_attributes_PETA/PETA/3DPeS/archive/80_608_FRAME_67_RGB.bmp,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,D:/dataset/pedestrian_attributes_PETA/PETA/3DPeS/archive/8_787_FRAME_687_RGB.bmp,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
63,D:/dataset/pedestrian_attributes_PETA/PETA/3DPeS/archive/190_312_FRAME_114_RGB.bmp,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
64,D:/dataset/pedestrian_attributes_PETA/PETA/3DPeS/archive/84_662_FRAME_137_RGB.bmp,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,D:/dataset/pedestrian_attributes_PETA/PETA/3DPeS/archive/98_845_FRAME_193_RGB.bmp,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1
66,D:/dataset/pedestrian_attributes_PETA/PETA/3DPeS/archive/3_157_FRAME_25_RGB.bmp,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
67,D:/dataset/pedestrian_attributes_PETA/PETA/3DPeS/archive/117_322_FRAME_25_RGB.bmp,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
68,D:/dataset/pedestrian_attributes_PETA/PETA/3DPeS/archive/145_67_FRAME_147_RGB.bmp,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
69,D:/dataset/pedestrian_attributes_PETA/PETA/3DPeS/archive/199_835_FRAME_51_RGB.bmp,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
70,D:/dataset/pedestrian_attributes_PETA/PETA/3DPeS/archive/22_748_FRAME_234_RGB.bmp,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
71,D:/dataset/pedestrian_attributes_PETA/PETA/3DPeS/archive/15_11_FRAME_195_RGB.bmp,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,D:/dataset/pedestrian_attributes_PETA/PETA/3DPeS/archive/2_53_FRAME_36_RGB.bmp,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
73,D:/dataset/pedestrian_attributes_PETA/PETA/3DPeS/archive/5_385_FRAME_348_RGB.bmp,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,D:/dataset/pedestrian_attributes_PETA/PETA/3DPeS/archive/115_271_FRAME_182_RGB.bmp,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
75,D:/dataset/pedestrian_attributes_PETA/PETA/3DPeS/archive/172_1502_FRAME_20_RGB.bmp,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
76,D:/dataset/pedestrian_attributes_PETA/PETA/3DPeS/archive/114_214_FRAME_306_RGB.bmp,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
